Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Daily_Return_%,Price_Range
2025-09-12,228.78,234.06,228.58,233.62,55824200,0.0,0.0,AAPL,2.12,5.48
2025-09-15,236.55,237.74,234.58,236.25,42699500,0.0,0.0,AAPL,-0.13,3.16
2025-09-16,236.73,240.76,235.87,237.7,63421100,0.0,0.0,AAPL,0.41,4.89
2025-09-17,238.52,239.64,237.28,238.54,46508000,0.0,0.0,AAPL,0.01,2.36
2025-09-18,239.51,240.74,236.2,237.43,44249600,0.0,0.0,AAPL,-0.87,4.54
2025-09-19,240.77,245.83,239.75,245.03,163741300,0.0,0.0,AAPL,1.77,6.08
2025-09-22,247.83,256.15,247.65,255.59,105517400,0.0,0.0,AAPL,3.13,8.5
2025-09-23,255.39,256.85,253.1,253.95,60275200,0.0,0.0,AAPL,-0.56,3.75
2025-09-24,254.73,255.25,250.56,251.83,42303700,0.0,0.0,AAPL,-1.14,4.69
2025-09-25,252.73,256.68,251.23,256.38,55202100,0.0,0.0,AAPL,1.44,5.45
2025-09-26,253.62,257.11,253.3,254.97,46076300,0.0,0.0,AAPL,0.53,3.81
2025-09-29,254.08,254.51,252.53,253.95,40127700,0.0,0.0,AAPL,-0.05,1.98
2025-09-30,254.38,255.43,252.63,254.15,37704300,0.0,0.0,AAPL,-0.09,2.8
2025-10-01,254.55,258.3,254.45,254.96,48713900,0.0,0.0,AAPL,0.16,3.85
2025-10-02,256.09,257.69,253.67,256.64,42630200,0.0,0.0,AAPL,0.21,4.02
2025-10-03,254.19,258.75,253.47,257.53,49155600,0.0,0.0,AAPL,1.31,5.28
2025-10-06,257.5,258.58,254.56,256.2,44664100,0.0,0.0,AAPL,-0.5,4.02
2025-10-07,256.32,256.91,254.94,255.99,31955800,0.0,0.0,AAPL,-0.13,1.97
2025-10-08,256.03,258.03,255.62,257.57,36496900,0.0,0.0,AAPL,0.6,2.41
2025-10-09,257.32,257.51,252.66,253.56,38322000,0.0,0.0,AAPL,-1.46,4.85
2025-10-10,254.46,255.89,243.54,244.8,61999100,0.0,0.0,AAPL,-3.8,12.35
2025-10-13,248.91,249.21,245.09,247.19,38142900,0.0,0.0,AAPL,-0.69,4.12
2025-10-14,246.13,248.38,244.23,247.3,35478000,0.0,0.0,AAPL,0.48,4.15
2025-10-15,249.02,251.34,247.0,248.87,33893600,0.0,0.0,AAPL,-0.06,4.34
2025-10-16,247.78,248.57,244.66,246.98,39777000,0.0,0.0,AAPL,-0.32,3.91
2025-10-17,247.55,252.9,246.8,251.81,49147000,0.0,0.0,AAPL,1.72,6.1
2025-10-20,255.4,263.88,255.14,261.74,90483000,0.0,0.0,AAPL,2.48,8.74
2025-10-21,261.38,264.79,261.33,262.27,46695900,0.0,0.0,AAPL,0.34,3.46
2025-10-22,262.15,262.35,254.94,257.96,45015300,0.0,0.0,AAPL,-1.6,7.41
2025-10-23,259.45,260.12,257.52,259.09,32754900,0.0,0.0,AAPL,-0.14,2.6
2025-10-24,260.69,263.63,258.69,262.32,38253700,0.0,0.0,AAPL,0.63,4.94
2025-10-27,264.38,268.61,264.15,268.3,44888200,0.0,0.0,AAPL,1.48,4.46
2025-10-28,268.48,269.38,267.64,268.49,41534800,0.0,0.0,AAPL,0.0,1.74
2025-10-29,268.77,270.89,266.6,269.19,51086700,0.0,0.0,AAPL,0.16,4.29
2025-10-30,271.47,273.62,267.97,270.88,69886500,0.0,0.0,AAPL,-0.22,5.65
2025-10-31,276.46,276.79,268.65,269.86,86167100,0.0,0.0,AAPL,-2.39,8.14
2025-11-03,269.91,270.33,265.74,268.54,50194600,0.0,0.0,AAPL,-0.51,4.59
2025-11-04,267.82,270.97,267.11,269.53,49274800,0.0,0.0,AAPL,0.64,3.86
2025-11-05,268.1,271.18,266.42,269.63,43683100,0.0,0.0,AAPL,0.57,4.76
2025-11-06,267.38,272.88,267.38,269.26,51204000,0.0,0.0,AAPL,0.7,5.5
2025-11-07,269.29,271.77,266.26,267.96,48227400,0.0,0.0,AAPL,-0.49,5.51
2025-11-10,268.71,273.47,267.21,269.18,41312400,0.26,0.0,AAPL,0.17,6.26
2025-11-11,269.56,275.65,269.55,274.99,46208300,0.0,0.0,AAPL,2.01,6.1
2025-11-12,274.74,275.47,271.45,273.21,48398000,0.0,0.0,AAPL,-0.56,4.02
2025-11-13,273.85,276.44,271.84,272.69,49602800,0.0,0.0,AAPL,-0.42,4.6
2025-11-14,270.8,275.7,269.35,272.16,47431300,0.0,0.0,AAPL,0.5,6.35
2025-11-17,268.57,270.24,265.48,267.21,45018300,0.0,0.0,AAPL,-0.51,4.76
2025-11-18,269.74,270.46,265.07,267.19,45677300,0.0,0.0,AAPL,-0.95,5.39
2025-11-19,265.28,271.96,265.25,268.31,40424500,0.0,0.0,AAPL,1.14,6.71
2025-11-20,270.58,275.17,265.67,266.0,45823600,0.0,0.0,AAPL,-1.69,9.5
2025-11-21,265.7,273.07,265.42,271.24,59030800,0.0,0.0,AAPL,2.09,7.65
2025-11-24,270.65,276.74,270.65,275.66,65585800,0.0,0.0,AAPL,1.85,6.09
2025-11-25,275.01,280.12,274.99,276.71,46914200,0.0,0.0,AAPL,0.62,5.13
2025-11-26,276.7,279.27,276.37,277.29,33431400,0.0,0.0,AAPL,0.21,2.9
2025-11-28,277.0,278.74,275.73,278.59,20135600,0.0,0.0,AAPL,0.57,3.01
2025-12-01,277.75,283.16,275.88,282.84,46587700,0.0,0.0,AAPL,1.83,7.28
2025-12-02,282.74,287.13,282.37,285.92,53669500,0.0,0.0,AAPL,1.12,4.76
2025-12-03,285.93,288.35,283.04,283.88,43538700,0.0,0.0,AAPL,-0.72,5.31
2025-12-04,283.83,284.46,278.33,280.44,43989100,0.0,0.0,AAPL,-1.19,6.13
2025-12-05,280.28,280.88,277.79,278.52,47265800,0.0,0.0,AAPL,-0.63,3.09
2025-12-08,277.87,279.41,275.89,277.63,38211800,0.0,0.0,AAPL,-0.09,3.52
2025-12-09,277.9,279.77,276.66,276.92,32193300,0.0,0.0,AAPL,-0.35,3.11
2025-12-10,277.49,279.49,276.18,278.52,33038300,0.0,0.0,AAPL,0.37,3.31
2025-12-11,278.84,279.33,273.55,277.77,33248000,0.0,0.0,AAPL,-0.38,5.78
2025-12-12,277.64,278.96,276.56,278.02,39532900,0.0,0.0,AAPL,0.14,2.4
2025-12-15,279.89,279.89,272.58,273.85,50409100,0.0,0.0,AAPL,-2.16,7.31
2025-12-16,272.56,275.24,271.54,274.35,37648600,0.0,0.0,AAPL,0.66,3.7
2025-12-17,274.75,275.9,271.39,271.59,50138700,0.0,0.0,AAPL,-1.15,4.51
2025-12-18,273.35,273.37,266.7,271.94,51630700,0.0,0.0,AAPL,-0.52,6.67
2025-12-19,271.9,274.34,269.65,273.41,144632000,0.0,0.0,AAPL,0.56,4.69
2025-12-22,272.6,273.62,270.26,270.72,36571800,0.0,0.0,AAPL,-0.69,3.36
2025-12-23,270.59,272.25,269.31,272.11,29642000,0.0,0.0,AAPL,0.56,2.94
2025-12-24,272.09,275.17,271.95,273.55,17910600,0.0,0.0,AAPL,0.54,3.22
2025-12-26,273.9,275.11,272.6,273.14,21521800,0.0,0.0,AAPL,-0.28,2.51
2025-12-29,272.44,274.1,272.1,273.5,23715200,0.0,0.0,AAPL,0.39,2.0
2025-12-30,272.55,273.82,272.03,272.82,22139600,0.0,0.0,AAPL,0.1,1.79
2025-12-31,272.8,273.42,271.5,271.61,27293600,0.0,0.0,AAPL,-0.44,1.92
2026-01-02,272.01,277.58,268.75,270.76,37838100,0.0,0.0,AAPL,-0.46,8.83
2026-01-05,270.39,271.26,265.89,267.01,45647200,0.0,0.0,AAPL,-1.25,5.37
2026-01-06,266.75,267.3,261.87,262.11,52352100,0.0,0.0,AAPL,-1.74,5.43
2026-01-07,262.95,263.43,259.57,260.09,48309800,0.0,0.0,AAPL,-1.09,3.86
2026-01-08,256.78,259.05,255.46,258.8,50419300,0.0,0.0,AAPL,0.79,3.59
2026-01-09,258.84,259.97,255.98,259.13,39997000,0.0,0.0,AAPL,0.11,3.99
2026-01-12,258.92,261.06,256.56,260.01,45263800,0.0,0.0,AAPL,0.42,4.5
2026-01-13,258.48,261.57,258.15,260.81,45730800,0.0,0.0,AAPL,0.9,3.42
2026-01-14,259.25,261.58,256.47,259.72,40019400,0.0,0.0,AAPL,0.18,5.11
2026-01-15,260.41,260.8,256.81,257.97,39388600,0.0,0.0,AAPL,-0.94,3.99
2026-01-16,257.66,258.66,254.69,255.29,72142800,0.0,0.0,AAPL,-0.92,3.97
2026-01-20,252.49,254.55,243.19,246.47,80267500,0.0,0.0,AAPL,-2.38,11.36
2026-01-21,248.47,251.32,244.95,247.42,54641700,0.0,0.0,AAPL,-0.42,6.37
2026-01-22,248.97,250.77,247.92,248.12,39708300,0.0,0.0,AAPL,-0.34,2.85
2026-01-23,247.09,249.18,244.45,247.81,41689000,0.0,0.0,AAPL,0.29,4.73
2026-01-26,251.24,256.32,249.57,255.17,55969200,0.0,0.0,AAPL,1.56,6.75
2026-01-27,258.93,261.71,257.97,258.03,49648300,0.0,0.0,AAPL,-0.35,3.74
2026-01-28,257.41,258.62,254.27,256.2,41288000,0.0,0.0,AAPL,-0.47,4.35
2026-01-29,257.76,259.41,254.17,258.04,67253000,0.0,0.0,AAPL,0.11,5.24
2026-01-30,254.93,261.66,251.94,259.24,92443400,0.0,0.0,AAPL,1.69,9.72
2026-02-02,259.79,270.24,258.97,269.76,73913400,0.0,0.0,AAPL,3.84,11.27
2026-02-03,268.95,271.63,267.36,269.23,64394700,0.0,0.0,AAPL,0.1,4.27
2026-02-04,272.04,278.69,272.04,276.23,90545700,0.0,0.0,AAPL,1.54,6.65
2026-02-05,277.87,279.24,272.97,275.65,52977400,0.0,0.0,AAPL,-0.8,6.27
2026-02-06,276.86,280.65,276.67,277.86,50453400,0.0,0.0,AAPL,0.36,3.98
2026-02-09,277.91,278.2,271.7,274.62,44623400,0.26,0.0,AAPL,-1.18,6.5
2026-02-10,274.89,275.37,272.94,273.68,34376900,0.0,0.0,AAPL,-0.44,2.43
2026-02-11,274.7,280.18,274.45,275.5,51931300,0.0,0.0,AAPL,0.29,5.73
2026-02-12,275.59,275.72,260.18,261.73,81077200,0.0,0.0,AAPL,-5.03,15.54
2026-02-13,262.01,262.23,255.45,255.78,56290700,0.0,0.0,AAPL,-2.38,6.78
2026-02-17,258.05,266.29,255.54,263.88,58469100,0.0,0.0,AAPL,2.26,10.75
2026-02-18,263.6,266.82,262.45,264.35,34203300,0.0,0.0,AAPL,0.28,4.37
2026-02-19,262.6,264.48,260.05,260.58,30845300,0.0,0.0,AAPL,-0.77,4.43
2026-02-20,258.97,264.75,258.16,264.58,42070500,0.0,0.0,AAPL,2.17,6.59
2026-02-23,263.49,269.43,263.38,266.18,37308200,0.0,0.0,AAPL,1.02,6.05
2026-02-24,267.86,274.89,267.71,272.14,47014600,0.0,0.0,AAPL,1.6,7.18
2026-02-25,271.78,274.94,271.05,274.23,33714300,0.0,0.0,AAPL,0.9,3.89
2026-02-26,274.95,276.11,270.8,272.95,32345100,0.0,0.0,AAPL,-0.73,5.31
2026-02-27,272.81,272.81,262.89,264.18,72366500,0.0,0.0,AAPL,-3.16,9.92
2026-03-02,262.41,266.53,260.2,264.72,41827900,0.0,0.0,AAPL,0.88,6.33
2026-03-03,263.48,265.56,260.13,263.75,38568900,0.0,0.0,AAPL,0.1,5.43
2026-03-04,264.65,266.15,261.42,262.52,39803100,0.0,0.0,AAPL,-0.8,4.73
2026-03-05,260.79,261.56,257.25,260.29,49658600,0.0,0.0,AAPL,-0.19,4.31
2026-03-06,258.63,258.77,254.37,257.46,41120000,0.0,0.0,AAPL,-0.45,4.4
2026-03-09,255.69,261.15,253.68,259.88,38218500,0.0,0.0,AAPL,1.64,7.47
2026-03-10,257.65,262.48,256.95,260.83,30590800,0.0,0.0,AAPL,1.23,5.53
2026-03-11,261.09,262.13,259.55,260.81,26218900,0.0,0.0,AAPL,-0.11,2.58
2026-03-12,258.66,258.95,254.18,255.76,40794000,0.0,0.0,AAPL,-1.12,4.77
2026-03-13,255.48,256.33,249.52,250.12,36930000,0.0,0.0,AAPL,-2.1,6.81
2026-03-16,252.11,253.89,249.88,252.82,32074200,0.0,0.0,AAPL,0.28,4.01
2026-03-17,252.96,255.13,252.18,254.23,32361600,0.0,0.0,AAPL,0.5,2.95
2026-03-18,252.63,254.94,249.0,249.94,35757900,0.0,0.0,AAPL,-1.06,5.94
2026-03-19,249.4,251.83,247.3,248.96,34864100,0.0,0.0,AAPL,-0.18,4.53
2026-03-20,247.98,249.2,246.0,247.99,88331100,0.0,0.0,AAPL,0.0,3.2
2026-03-23,253.97,254.6,250.28,251.49,40546100,0.0,0.0,AAPL,-0.98,4.32
2026-03-24,250.35,254.83,249.55,251.64,45152300,0.0,0.0,AAPL,0.52,5.28
2026-03-25,254.1,255.0,251.6,252.62,28476700,0.0,0.0,AAPL,-0.58,3.4
2026-03-26,252.12,257.0,250.77,252.89,41796700,0.0,0.0,AAPL,0.31,6.23
2026-03-27,253.9,255.49,248.07,248.8,47900000,0.0,0.0,AAPL,-2.01,7.42
2026-03-30,250.07,250.87,245.51,246.63,39446200,0.0,0.0,AAPL,-1.38,5.36
2026-03-31,247.91,255.48,247.1,253.79,49598100,0.0,0.0,AAPL,2.37,8.38
2026-04-01,254.08,256.18,253.33,255.63,40059400,0.0,0.0,AAPL,0.61,2.85
2026-04-02,254.2,256.13,250.65,255.92,31289400,0.0,0.0,AAPL,0.68,5.48
2026-04-06,256.51,262.16,256.46,258.86,29329900,0.0,0.0,AAPL,0.92,5.7
2026-04-07,256.16,256.2,245.7,253.5,62148000,0.0,0.0,AAPL,-1.04,10.5
2026-04-08,258.45,259.75,256.53,258.9,41032800,0.0,0.0,AAPL,0.17,3.22
2026-04-09,259.0,261.12,256.07,260.49,28121600,0.0,0.0,AAPL,0.58,5.05
2026-04-10,259.98,262.19,259.02,260.48,31291500,0.0,0.0,AAPL,0.19,3.17
2026-04-13,259.73,260.18,256.66,259.2,36234700,0.0,0.0,AAPL,-0.2,3.52
2026-04-14,259.25,261.93,257.19,258.83,48370700,0.0,0.0,AAPL,-0.16,4.74
2026-04-15,258.16,266.56,257.81,266.43,49913500,0.0,0.0,AAPL,3.2,8.75
2026-04-16,266.8,267.16,261.27,263.4,43323100,0.0,0.0,AAPL,-1.27,5.89
2026-04-17,266.96,272.3,266.72,270.23,61436200,0.0,0.0,AAPL,1.22,5.58
2026-04-20,270.33,274.28,270.29,273.05,36590200,0.0,0.0,AAPL,1.01,3.99
2026-04-21,271.5,272.8,265.4,266.17,50209800,0.0,0.0,AAPL,-1.96,7.4
2026-04-22,267.82,273.74,266.87,273.17,43249200,0.0,0.0,AAPL,2.0,6.87
2026-04-23,275.05,275.77,271.65,273.43,33399600,0.0,0.0,AAPL,-0.59,4.12
2026-04-24,272.76,273.06,269.65,271.06,38157100,0.0,0.0,AAPL,-0.62,3.41
2026-04-27,266.09,268.36,265.07,267.61,41466800,0.0,0.0,AAPL,0.57,3.29
2026-04-28,272.34,273.23,268.66,270.71,40018900,0.0,0.0,AAPL,-0.6,4.57
2026-04-29,267.55,271.04,267.04,269.89,16882150,0.0,0.0,AAPL,0.87,4.0
2025-04-29,159.77,160.18,156.98,159.61,26809000,0.0,0.0,GOOGL,-0.1,3.2
2025-04-30,157.43,158.72,154.86,158.25,34981100,0.0,0.0,GOOGL,0.52,3.86
2025-05-01,159.9,161.39,158.36,160.74,30203200,0.0,0.0,GOOGL,0.53,3.03
2025-05-02,162.85,164.4,161.31,163.46,25715000,0.0,0.0,GOOGL,0.37,3.09
2025-05-05,162.44,164.82,162.16,163.64,21341800,0.0,0.0,GOOGL,0.74,2.66
2025-05-06,161.61,164.23,160.63,162.67,21277200,0.0,0.0,GOOGL,0.66,3.6
2025-05-07,163.51,164.43,147.33,150.86,127490100,0.0,0.0,GOOGL,-7.74,17.1
2025-05-08,154.46,155.39,152.37,153.75,57498700,0.0,0.0,GOOGL,-0.46,3.02
2025-05-09,153.64,154.51,151.67,152.22,32435300,0.0,0.0,GOOGL,-0.92,2.84
2025-05-12,156.95,158.55,155.71,157.91,44138800,0.0,0.0,GOOGL,0.61,2.84
2025-05-13,158.24,160.02,155.62,158.98,42382100,0.0,0.0,GOOGL,0.47,4.4
2025-05-14,159.41,166.42,159.06,164.8,48755900,0.0,0.0,GOOGL,3.38,7.36
2025-05-15,165.27,165.64,161.81,163.39,33146700,0.0,0.0,GOOGL,-1.14,3.83
2025-05-16,167.15,168.76,165.05,165.62,42846900,0.0,0.0,GOOGL,-0.92,3.71
2025-05-19,163.94,166.06,163.65,165.96,30426100,0.0,0.0,GOOGL,1.23,2.41
2025-05-20,165.85,167.92,162.34,163.41,46607700,0.0,0.0,GOOGL,-1.47,5.58
2025-05-21,163.12,172.54,162.99,167.98,73416000,0.0,0.0,GOOGL,2.98,9.55
2025-05-22,171.26,176.16,170.12,170.28,74864400,0.0,0.0,GOOGL,-0.57,6.04
2025-05-23,168.48,169.37,167.31,167.89,35211400,0.0,0.0,GOOGL,-0.35,2.06
2025-05-27,169.57,172.57,169.41,172.3,37995700,0.0,0.0,GOOGL,1.61,3.16
2025-05-28,172.56,174.66,171.32,171.76,34784000,0.0,0.0,GOOGL,-0.46,3.34
2025-05-29,173.4,173.82,170.04,171.27,29317300,0.0,0.0,GOOGL,-1.23,3.78
2025-05-30,170.76,171.61,166.86,171.15,52639900,0.0,0.0,GOOGL,0.23,4.75
2025-06-02,167.26,169.28,166.81,168.45,38612300,0.0,0.0,GOOGL,0.71,2.47
2025-06-03,166.91,167.9,164.71,165.61,45084900,0.0,0.0,GOOGL,-0.78,3.19
2025-06-04,166.16,167.64,165.79,167.47,26900800,0.0,0.0,GOOGL,0.79,1.85
2025-06-05,169.75,170.34,167.01,167.63,36379100,0.0,0.0,GOOGL,-1.25,3.33
2025-06-06,170.24,173.9,170.24,173.08,35731800,0.0,0.0,GOOGL,1.67,3.66
2025-06-09,174.15,176.07,173.98,175.69,28935900,0.21,0.0,GOOGL,0.88,2.09
2025-06-10,175.8,180.7,174.52,178.2,61766100,0.0,0.0,GOOGL,1.37,6.18
2025-06-11,179.37,179.96,176.35,176.95,31646800,0.0,0.0,GOOGL,-1.35,3.61
2025-06-12,175.78,176.32,174.36,175.3,20941900,0.0,0.0,GOOGL,-0.27,1.96
2025-06-13,172.05,176.73,172.0,174.28,27663100,0.0,0.0,GOOGL,1.3,4.73
2025-06-16,174.34,176.54,174.26,176.37,27389200,0.0,0.0,GOOGL,1.16,2.28
2025-06-17,175.3,176.96,174.19,175.55,24973000,0.0,0.0,GOOGL,0.14,2.77
2025-06-18,175.61,176.16,172.81,172.93,28707500,0.0,0.0,GOOGL,-1.53,3.35
2025-06-20,173.56,173.95,165.09,166.27,75659900,0.0,0.0,GOOGL,-4.2,8.86
2025-06-23,165.9,166.96,161.64,164.82,57671000,0.0,0.0,GOOGL,-0.65,5.32
2025-06-24,166.54,167.84,165.76,166.39,40524300,0.0,0.0,GOOGL,-0.09,2.08
2025-06-25,167.25,171.97,167.17,170.3,35479000,0.0,0.0,GOOGL,1.82,4.8
2025-06-26,172.04,173.3,169.56,173.15,31796700,0.0,0.0,GOOGL,0.65,3.74
2025-06-27,173.15,178.28,171.34,178.13,108140200,0.0,0.0,GOOGL,2.88,6.94
2025-06-30,180.37,180.82,174.19,175.83,63378900,0.0,0.0,GOOGL,-2.52,6.63
2025-07-01,175.34,175.69,173.14,175.44,35904500,0.0,0.0,GOOGL,0.06,2.55
2025-07-02,175.15,178.46,174.68,178.24,29128900,0.0,0.0,GOOGL,1.76,3.78
2025-07-03,178.1,179.27,176.65,179.13,21689700,0.0,0.0,GOOGL,0.58,2.62
2025-07-07,178.66,178.9,175.28,176.39,34175600,0.0,0.0,GOOGL,-1.27,3.62
2025-07-08,177.45,177.55,172.42,173.97,40442500,0.0,0.0,GOOGL,-1.96,5.13
2025-07-09,174.86,179.04,172.38,176.22,43025600,0.0,0.0,GOOGL,0.78,6.66
2025-07-10,175.23,178.03,173.99,177.22,29252400,0.0,0.0,GOOGL,1.14,4.04
2025-07-11,176.39,181.02,176.08,179.78,34282900,0.0,0.0,GOOGL,1.92,4.94
2025-07-14,180.6,183.26,179.28,181.15,32536600,0.0,0.0,GOOGL,0.3,3.98
2025-07-15,182.4,183.81,181.19,181.59,33448300,0.0,0.0,GOOGL,-0.44,2.62
2025-07-16,182.83,183.92,181.62,182.56,33104200,0.0,0.0,GOOGL,-0.15,2.3
2025-07-17,181.73,183.65,180.07,183.17,31992600,0.0,0.0,GOOGL,0.79,3.58
2025-07-18,184.98,186.0,183.3,184.64,34014500,0.0,0.0,GOOGL,-0.18,2.7
2025-07-21,185.83,189.86,185.73,189.67,45803100,0.0,0.0,GOOGL,2.07,4.13
2025-07-22,191.07,191.22,187.04,190.91,44660200,0.0,0.0,GOOGL,-0.08,4.18
2025-07-23,191.07,192.1,188.75,189.8,58681900,0.0,0.0,GOOGL,-0.66,3.35
2025-07-24,196.59,197.5,190.57,191.74,74881700,0.0,0.0,GOOGL,-2.47,6.93
2025-07-25,191.55,193.89,190.83,192.75,39785900,0.0,0.0,GOOGL,0.63,3.06
2025-07-28,193.21,193.61,190.41,192.15,38139500,0.0,0.0,GOOGL,-0.55,3.2
2025-07-29,192.0,195.48,191.65,195.31,41389200,0.0,0.0,GOOGL,1.72,3.83
2025-07-30,195.16,197.16,194.25,196.09,32445400,0.0,0.0,GOOGL,0.48,2.91
2025-07-31,195.27,195.55,190.66,191.47,51329200,0.0,0.0,GOOGL,-1.95,4.89
2025-08-01,188.6,190.4,187.4,188.7,34832200,0.0,0.0,GOOGL,0.05,3.0
2025-08-04,189.86,194.83,189.69,194.6,31547400,0.0,0.0,GOOGL,2.5,5.14
2025-08-05,194.27,197.41,193.45,194.23,31602300,0.0,0.0,GOOGL,-0.02,3.96
2025-08-06,194.06,196.19,193.23,195.65,21562900,0.0,0.0,GOOGL,0.82,2.96
2025-08-07,196.62,197.1,193.89,196.08,26321800,0.0,0.0,GOOGL,-0.27,3.21
2025-08-08,196.78,202.15,196.73,200.97,39161800,0.0,0.0,GOOGL,2.13,5.42
2025-08-11,200.49,201.03,198.62,200.55,25832400,0.0,0.0,GOOGL,0.03,2.41
2025-08-12,200.92,204.04,200.14,202.88,30397900,0.0,0.0,GOOGL,0.98,3.9
2025-08-13,203.67,204.07,197.07,201.51,28342900,0.0,0.0,GOOGL,-1.06,7.0
2025-08-14,201.05,203.98,200.78,202.48,25230400,0.0,0.0,GOOGL,0.71,3.2
2025-08-15,203.39,205.98,200.83,203.44,34931400,0.0,0.0,GOOGL,0.02,5.15
2025-08-18,203.74,204.81,202.03,203.04,18526600,0.0,0.0,GOOGL,-0.34,2.78
2025-08-19,202.57,202.98,199.51,201.12,24240200,0.0,0.0,GOOGL,-0.72,3.47
2025-08-20,200.28,200.83,196.16,198.87,28955500,0.0,0.0,GOOGL,-0.7,4.67
2025-08-21,199.3,202.02,198.98,199.3,19774600,0.0,0.0,GOOGL,0.0,3.04
2025-08-22,202.27,208.07,200.85,205.63,42827000,0.0,0.0,GOOGL,1.66,7.22
2025-08-25,205.97,210.05,204.82,208.02,29928900,0.0,0.0,GOOGL,1.0,5.23
2025-08-26,207.04,207.38,205.24,206.67,28464100,0.0,0.0,GOOGL,-0.18,2.14
2025-08-27,205.24,208.44,205.19,207.01,23022900,0.0,0.0,GOOGL,0.86,3.25
2025-08-28,206.78,211.74,206.43,211.16,32339300,0.0,0.0,GOOGL,2.12,5.31
2025-08-29,210.04,214.17,209.73,212.43,39728400,0.0,0.0,GOOGL,1.14,4.44
2025-09-02,207.97,211.2,205.74,210.87,47523000,0.0,0.0,GOOGL,1.39,5.46
2025-09-03,225.7,230.79,224.28,230.14,103336100,0.0,0.0,GOOGL,1.97,6.51
2025-09-04,229.13,231.85,225.6,231.78,51684200,0.0,0.0,GOOGL,1.16,6.25
2025-09-05,231.68,235.23,231.38,234.47,46588900,0.0,0.0,GOOGL,1.2,3.85
2025-09-08,235.15,237.81,233.35,233.72,32474700,0.21,0.0,GOOGL,-0.61,4.46
2025-09-09,233.85,240.14,232.91,239.3,38061000,0.0,0.0,GOOGL,2.33,7.23
2025-09-10,238.58,241.33,237.53,238.85,35141100,0.0,0.0,GOOGL,0.11,3.8
2025-09-11,239.55,241.92,235.93,240.04,30599300,0.0,0.0,GOOGL,0.2,5.99
2025-09-12,240.04,241.75,237.68,240.47,26771600,0.0,0.0,GOOGL,0.18,4.07
2025-09-15,244.33,252.07,244.33,251.27,58383800,0.0,0.0,GOOGL,2.84,7.74
2025-09-16,251.74,252.7,249.13,250.82,34109700,0.0,0.0,GOOGL,-0.37,3.57
2025-09-17,250.88,251.26,245.95,249.19,34108000,0.0,0.0,GOOGL,-0.67,5.31
2025-09-18,251.34,253.65,249.46,251.69,31239500,0.0,0.0,GOOGL,0.14,4.19
2025-09-19,252.91,255.65,251.47,254.37,55571400,0.0,0.0,GOOGL,0.58,4.18
2025-09-22,254.08,255.43,249.96,252.19,32290500,0.0,0.0,GOOGL,-0.74,5.47
2025-09-23,252.7,254.01,250.14,251.32,26628000,0.0,0.0,GOOGL,-0.55,3.87
2025-09-24,251.32,252.01,246.11,246.8,28201000,0.0,0.0,GOOGL,-1.8,5.9
2025-09-25,244.07,246.16,240.41,245.46,31020400,0.0,0.0,GOOGL,0.57,5.75
2025-09-26,246.73,249.08,245.64,246.21,18503200,0.0,0.0,GOOGL,-0.21,3.44
2025-09-29,247.51,250.81,242.44,243.72,32505800,0.0,0.0,GOOGL,-1.53,8.37
2025-09-30,242.48,242.96,238.93,242.77,34724300,0.0,0.0,GOOGL,0.12,4.03
2025-10-01,240.42,245.97,238.29,244.57,31658200,0.0,0.0,GOOGL,1.73,7.68
2025-10-02,244.82,246.48,241.97,245.36,25483300,0.0,0.0,GOOGL,0.22,4.51
2025-10-03,244.16,245.97,241.33,245.02,30249600,0.0,0.0,GOOGL,0.35,4.64
2025-10-06,244.45,250.98,244.25,250.09,28894700,0.0,0.0,GOOGL,2.31,6.73
2025-10-07,247.93,250.1,245.19,245.43,23181300,0.0,0.0,GOOGL,-1.01,4.91
2025-10-08,244.63,245.68,243.49,244.29,21307100,0.0,0.0,GOOGL,-0.14,2.19
2025-10-09,244.14,244.43,238.83,241.2,27892100,0.0,0.0,GOOGL,-1.2,5.6
2025-10-10,241.1,243.76,235.52,236.25,33180300,0.0,0.0,GOOGL,-2.01,8.24
2025-10-13,239.88,244.17,239.38,243.82,24995000,0.0,0.0,GOOGL,1.64,4.79
2025-10-14,240.9,246.78,240.18,245.12,22111600,0.0,0.0,GOOGL,1.75,6.6
2025-10-15,246.91,251.77,245.66,250.69,27007700,0.0,0.0,GOOGL,1.53,6.11
2025-10-16,251.43,256.61,249.76,251.12,27997200,0.0,0.0,GOOGL,-0.12,6.85
2025-10-17,250.42,253.88,247.47,252.96,29671600,0.0,0.0,GOOGL,1.01,6.41
2025-10-20,254.34,256.98,253.89,256.2,22350200,0.0,0.0,GOOGL,0.73,3.09
2025-10-21,254.39,254.53,243.82,250.12,47312100,0.0,0.0,GOOGL,-1.68,10.71
2025-10-22,254.02,256.01,248.95,251.35,35029400,0.0,0.0,GOOGL,-1.05,7.06
2025-10-23,252.64,254.69,251.51,252.74,19901400,0.0,0.0,GOOGL,0.04,3.18
2025-10-24,256.23,261.32,254.97,259.57,28655100,0.0,0.0,GOOGL,1.3,6.35
2025-10-27,264.46,269.77,263.92,268.9,35235200,0.0,0.0,GOOGL,1.68,5.85
2025-10-28,269.32,270.36,266.14,267.11,29738600,0.0,0.0,GOOGL,-0.82,4.22
